,comment,sentiment
2265,if you die this very moment would you go to heaven or hell if the catching away of the saints happens today are you saved where will you spend your eternity let see what god thinks about you as it is written in holy scriptures romans 3 23 kjv for all have sinned and come short of the glory of god romans 3 19 kjv that every mouth may be stopped and all the world may become guilty before god romans 3 10 kjv as it is written there is none righteous no not one because of what you are according to the holy scriptures you deserve punishment for your sins you deserve hell and you can save yourself alone as it is written in romans 6 23 kjv for the wages of sin is death but the gift of god is eternal life through jesus christ our lord revelation 20 14 kjv and death and hell were cast into the lake of fire this is the second death ephesians 2 8 9 kjv for by grace are ye saved through faith and that not of yourselves it is the gift of god not of works lest any man should boast repent unto salvation with sorrowed heart so jesus christ can accept you and save you are you genuinely sorry in your heart because you the sinner sinned against holy god 2 corinthians 7 10 kjv for godly sorrow worketh repentance to salvation not to be repented of but the sorrow of the world worketh death acts 2 37 kjv now when they heared this they were pricked in their heart and said unto peter and to the rest of the apostels men and brethren what shall we do psalm 51 17 kjv the sacrifices of god are broken spirit broken and contrite heart god thou wilt not despise put your faith in finished work of jesus christ on the cross hebrews 9 28 kjv so christ was once offered to bear the sins of many romans 5 9 kjv much more then being now justified by his blood we shall be saved from wrath through him john 3 17 kjv for god sent not his son into the world to condemn the world but that the world through him might be saved call upon the name of the god in the name of jesus christ with prayer romans 10 13 kjv for whosoever shall call upon the name of the lord shall be saved 1 timothy 2 5 kjv for there is one god and one mediator between god and men the man christ jesus 2 corinthians 6 2 kjv behold now is the accepted time behold now is the day of salvation god will make you new creature in christ jesus after salvation 2 corinthians 5 17 kjv therefore if any man be in christ he is new creature old things are passed away behold all things are become new john 17 17 kjv sanctify them through thy truth thy word is truth you can not lose your salvation 1 john 5 13 kjv these things have written unto you that believe on the name of the son of god that ye may know that ye have eternal life and that ye may believe on the name of the son of god for more information visit youtube channel king james video ministries,positive
2266,lol,neutral
2267,hi,neutral
2268,yyyyy,neutral
2269,ahm ok,neutral
2270,all can say is e,neutral
2271,幹夾娃娃機超屌,negative
2272,hi buddy hope your day will be better as well,positive
2273,3 40 don be victim wearing mask don wear cking masks,neutral
2274,almost threw my phone on the first one,neutral
2275,8 11 it comes from taiwan,neutral
2276,they are filming and looking at the cat and cat goes towards the tv and they look at it and it jumps them still looking and it falls and breaks and they still just filming that vid must be wprth more than that tv xd,neutral
2277,the best of the best thank you,positive
2278,always entertaining as usual,positive
2279,9 35 he literally wiping his shole and anal glands where you lay your head wonder if the guy ever got the message being sent haha,negative
2280,2 00 how it shows that even now we have the weapons and tech to fight whatever we want and win we still run if an animal charges at us,neutral
2281,chicken sandwich,neutral
2282,wonder how cat will behave in the alien world,neutral
2283,whatever happened to the creator of this channel,neutral
2284,where are now no more videos,neutral
2285,anyone watching in 1655,neutral
2286,na piču,negative
2287,bullying think ur so cool that girl you just called fat shes on diet that girl you just called ugly she spends hours putting on makeup hoping that people will like her that boy you just tripped he abused enough at home see that man who has the ugly scars he fought for his country that man you just called bald he has leukimea be kind to everyone no matter what share this with you friends re post it copy and paste it do whatever it takes to have the whole world read this message we can make the world better place treat others the way you wanna be treated other people may not the same as us but that ok thanks for reading coffeefrog,positive
2288,kirby sounds,neutral
2289,ඩ,neutral
2290,unknown png,neutral
2291,oh my god,neutral
2292,swedish fish oreos,neutral
2293,10 02,neutral
2294,the best channel,positive
2295,interesting,positive
2296,never gonna give you up never gonna let you down never gonna run around and desert you,positive
